price,location,detail
339 000AZN,8 Noyabr m.,3 otaqlı160 m²15/21 mərtəbə
840 000AZN,Nizami m.,5 otaqlı302 m²4/15 mərtəbə
101 000AZN,Azadlıq Prospekti m.,2 otaqlı40 m²3/5 mərtəbə
166 000AZN,28 May m.,2 otaqlı65 m²10/16 mərtəbə
160 000AZN,Qara Qarayev m.,2 otaqlı72 m²16/17 mərtəbə
298 000AZN,Ağ şəhər q.,2 otaqlı68 m²3/18 mərtəbə
245 000AZN,Nəriman Nərimanov m.,3 otaqlı105 m²8/16 mərtəbə
110 000AZN,Nərimanov r.,2 otaqlı60 m²14/18 mərtəbə
168 000AZN,Həzi Aslanov m.,2 otaqlı60 m²14/20 mərtəbə
350 000AZN,Nəsimi r.,3 otaqlı108 m²8/16 mərtəbə
263 000AZN,Nəriman Nərimanov m.,2 otaqlı74 m²4/14 mərtəbə
155 000AZN,Xətai r.,5 otaqlı115 m²9/9 mərtəbə
450 000AZN,28 May m.,4 otaqlı205 m²10/16 mərtəbə
520 000AZN,Nəsimi r.,4 otaqlı155 m²6/16 mərtəbə
700 000AZN,Nəriman Nərimanov m.,5 otaqlı217 m²15/19 mərtəbə
135 000AZN,Binəqədi r.,2 otaqlı67 m²10/16 mərtəbə
375 000AZN,Elmlər Akademiyası m.,3 otaqlı145 m²6/17 mərtəbə
399 000AZN,Yasamal r.,3 otaqlı148 m²11/27 mərtəbə
323 000AZN,İnşaatçılar m.,3 otaqlı155 m²3/18 mərtəbə
344 280AZN,Nəsimi r.,2 otaqlı90.6 m²2/16 mərtəbə
299 999AZN,Səbail r.,3 otaqlı110 m²9/10 mərtəbə
160 000AZN,Yeni Yasamal q.,3 otaqlı91 m²7/21 mərtəbə
425 000AZN,Şah İsmayıl Xətai m.,3 otaqlı135 m²4/16 mərtəbə
94 000AZN,Masazır q.,3 otaqlı70 m²7/14 mərtəbə
480 000AZN,Gənclik m.,4 otaqlı200 m²9/15 mərtəbə
331 000AZN,Elmlər Akademiyası m.,4 otaqlı134 m²11/16 mərtəbə
212 000AZN,Nərimanov r.,2 otaqlı60 m²8/16 mərtəbə
122 000AZN,Memar Əcəmi m.,2 otaqlı55 m²3/5 mərtəbə
99 500AZN,Neftçilər m.,2 otaqlı60 m²5/5 mərtəbə
122 000AZN,8-ci kilometr q.,2 otaqlı57 m²3/5 mərtəbə
85 000AZN,Həzi Aslanov q.,1 otaqlı44 m²12/12 mərtəbə
385 000AZN,28 May m.,3 otaqlı139 m²7/18 mərtəbə
460 000AZN,İçəri Şəhər m.,4 otaqlı170 m²4/4 mərtəbə
239 000AZN,8-ci mikrorayon q.,3 otaqlı80 m²6/10 mərtəbə
300 000AZN,Şah İsmayıl Xətai m.,5 otaqlı120 m²7/8 mərtəbə
458 000AZN,Nəriman Nərimanov m.,3 otaqlı153 m²12/19 mərtəbə
173 000AZN,Neftçilər m.,2 otaqlı68 m²9/17 mərtəbə
700 000AZN,Nərimanov r.,5 otaqlı216 m²15/19 mərtəbə
226 500AZN,Nərimanov r.,2 otaqlı101 m²4/14 mərtəbə
345 000AZN,Nərimanov r.,4 otaqlı172 m²11/17 mərtəbə
149 000AZN,Həzi Aslanov m.,2 otaqlı55 m²5/15 mərtəbə
560 000AZN,Elmlər Akademiyası m.,4 otaqlı170 m²4/16 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı90 m²16/20 mərtəbə
165 000AZN,Azadlıq Prospekti m.,2 otaqlı60 m²16/18 mərtəbə
132 000AZN,Yeni Yasamal q.,2 otaqlı50 m²7/12 mərtəbə
370 000AZN,Gənclik m.,3 otaqlı190 m²6/17 mərtəbə
430 000AZN,Nəriman Nərimanov m.,3 otaqlı145 m²4/16 mərtəbə
145 000AZN,8-ci kilometr q.,3 otaqlı70 m²2/9 mərtəbə
1 479 000AZN,Nəsimi r.,1 otaqlı88.6 m²17/33 mərtəbə
344 280AZN,Nəsimi r.,2 otaqlı90.6 m²2/16 mərtəbə
390 000AZN,Elmlər Akademiyası m.,3 otaqlı148 m²11/27 mərtəbə
210 000AZN,Memar Əcəmi m.,2 otaqlı88 m²10/16 mərtəbə
68 000AZN,Masazır q.,2 otaqlı44 m²2/6 mərtəbə
335 000AZN,Gənclik m.,3 otaqlı160 m²5/15 mərtəbə
170 500AZN,Şah İsmayıl Xətai m.,2 otaqlı68.2 m²4/19 mərtəbə
185 000AZN,Nəsimi r.,2 otaqlı72 m²5/7 mərtəbə
385 000AZN,Şah İsmayıl Xətai m.,3 otaqlı141 m²16/21 mərtəbə
198 000AZN,28 May m.,2 otaqlı51 m²11/17 mərtəbə
356 000AZN,8 Noyabr m.,3 otaqlı107 m²4/27 mərtəbə
419 000AZN,Nəsimi r.,3 otaqlı129 m²15/20 mərtəbə
166 000AZN,28 May m.,2 otaqlı53 m²3/16 mərtəbə
185 000AZN,Azadlıq Prospekti m.,3 otaqlı80 m²5/5 mərtəbə
380 000AZN,28 May m.,3 otaqlı133 m²8/16 mərtəbə
250 000AZN,Nərimanov r.,3 otaqlı103 m²6/11 mərtəbə
559 000AZN,Nəriman Nərimanov m.,4 otaqlı181 m²5/14 mərtəbə
189 000AZN,Memar Əcəmi m.,2 otaqlı60 m²16/18 mərtəbə
147 000AZN,Əhmədli m.,3 otaqlı85 m²5/9 mərtəbə
325 000AZN,28 May m.,3 otaqlı133 m²4/16 mərtəbə
245 000AZN,Azadlıq Prospekti m.,5 otaqlı120 m²5/9 mərtəbə
255 000AZN,Nəriman Nərimanov m.,2 otaqlı95 m²4/16 mərtəbə
167 000AZN,Nəriman Nərimanov m.,2 otaqlı60 m²6/14 mərtəbə
265 000AZN,20 Yanvar m.,4 otaqlı147 m²17/22 mərtəbə
245 000AZN,Elmlər Akademiyası m.,3 otaqlı135 m²7/17 mərtəbə
160 000AZN,Yeni Günəşli q.,3 otaqlı107 m²3/4 mərtəbə
98 000AZN,Yeni Günəşli q.,3 otaqlı55 m²6/9 mərtəbə
180 000AZN,8 Noyabr m.,2 otaqlı85 m²4/17 mərtəbə
290 000AZN,20 Yanvar m.,3 otaqlı145 m²15/18 mərtəbə
109 000AZN,Badamdar q.,2 otaqlı50 m²4/5 mərtəbə
216 000AZN,20 Yanvar m.,2 otaqlı85 m²4/8 mərtəbə
189 000AZN,Memar Əcəmi m.,2 otaqlı58 m²16/17 mərtəbə
335 000AZN,Şah İsmayıl Xətai m.,2 otaqlı86 m²6/17 mərtəbə
183 000AZN,Həzi Aslanov m.,3 otaqlı105 m²13/17 mərtəbə
82 000AZN,Bakıxanov q.,2 otaqlı60 m²5/5 mərtəbə
130 000AZN,20 Yanvar m.,2 otaqlı45 m²12/20 mərtəbə
448 600AZN,Ağ şəhər q.,3 otaqlı118 m²3/8 mərtəbə
535 000AZN,Ağ şəhər q.,3 otaqlı135 m²10/20 mərtəbə
451 200AZN,Ağ şəhər q.,3 otaqlı117 m²6/7 mərtəbə
770 000AZN,Ağ şəhər q.,4 otaqlı161 m²8/20 mərtəbə
476 000AZN,Şah İsmayıl Xətai m.,3 otaqlı118 m²3/8 mərtəbə
135 000AZN,Neftçilər m.,2 otaqlı52 m²3/14 mərtəbə
168 000AZN,Qara Qarayev m.,2 otaqlı74 m²3/18 mərtəbə
268 000AZN,Şah İsmayıl Xətai m.,2 otaqlı93.5 m²5/18 mərtəbə
235 000AZN,Nəsimi r.,2 otaqlı91 m²9/10 mərtəbə
175 000AZN,Qara Qarayev m.,2 otaqlı70 m²16/17 mərtəbə
219 000AZN,Nəsimi r.,3 otaqlı80 m²5/5 mərtəbə
110 000AZN,Həzi Aslanov q.,3 otaqlı76 m²5/17 mərtəbə
180 000AZN,Elmlər Akademiyası m.,3 otaqlı75 m²2/5 mərtəbə
140 000AZN,Əhmədli m.,2 otaqlı71 m²9/19 mərtəbə
195 000AZN,Elmlər Akademiyası m.,3 otaqlı65 m²3/5 mərtəbə
348 000AZN,Şah İsmayıl Xətai m.,2 otaqlı115 m²5/16 mərtəbə
219 000AZN,Nərimanov r.,2 otaqlı84 m²8/14 mərtəbə
255 000AZN,Səbail r.,3 otaqlı120 m²6/16 mərtəbə
175 000AZN,20 Yanvar m.,3 otaqlı65 m²2/5 mərtəbə
218 000AZN,Elmlər Akademiyası m.,2 otaqlı66 m²17/19 mərtəbə
235 000AZN,Memar Əcəmi m.,3 otaqlı143 m²10/16 mərtəbə
135 000AZN,Xətai r.,3 otaqlı60 m²2/5 mərtəbə
476 000AZN,Şah İsmayıl Xətai m.,3 otaqlı118 m²3/8 mərtəbə
366 000AZN,Sabunçu r.,3 otaqlı114 m²6/7 mərtəbə
220 000AZN,20 Yanvar m.,3 otaqlı77 m²8/16 mərtəbə
218 095AZN,8 Noyabr m.,2 otaqlı82.3 m²8/16 mərtəbə
137 865AZN,8 Noyabr m.,1 otaqlı50.5 m²9/16 mərtəbə
278 000AZN,Həzi Aslanov m.,3 otaqlı105 m²5/15 mərtəbə
199 900AZN,Neftçilər m.,3 otaqlı90 m²6/15 mərtəbə
233 966AZN,8 Noyabr m.,2 otaqlı89.3 m²7/16 mərtəbə
139 380AZN,8 Noyabr m.,1 otaqlı50.5 m²10/16 mərtəbə
270 000AZN,28 May m.,3 otaqlı80 m²3/5 mərtəbə
333 586AZN,8 Noyabr m.,3 otaqlı129.8 m²7/16 mərtəbə
133 000AZN,8 Noyabr m.,2 otaqlı55 m²2/5 mərtəbə
430 800AZN,8 Noyabr m.,4 otaqlı179.5 m²3/16 mərtəbə
205 000AZN,Qara Qarayev m.,3 otaqlı95 m²5/17 mərtəbə
113 000AZN,Xalqlar Dostluğu m.,2 otaqlı45 m²2/9 mərtəbə
223 033AZN,8 Noyabr m.,2 otaqlı82.3 m²10/16 mərtəbə
134 835AZN,8 Noyabr m.,1 otaqlı50.5 m²7/16 mərtəbə
165 000AZN,Qara Qarayev m.,2 otaqlı60 m²12/15 mərtəbə
237 705AZN,8 Noyabr m.,2 otaqlı89.7 m²8/16 mərtəbə
330 200AZN,8 Noyabr m.,3 otaqlı130 m²6/16 mərtəbə
639 000AZN,Nizami m.,4 otaqlı230 m²12/15 mərtəbə
280 000AZN,Şah İsmayıl Xətai m.,2 otaqlı93.5 m²7/20 mərtəbə
135 000AZN,İnşaatçılar m.,3 otaqlı77 m²7/17 mərtəbə
185 000AZN,Şah İsmayıl Xətai m.,2 otaqlı65 m²19/21 mərtəbə
121 000AZN,Xətai r.,2 otaqlı60 m²6/9 mərtəbə
145 000AZN,8-ci kilometr q.,3 otaqlı70 m²2/9 mərtəbə
230 000AZN,Nardaran q.,1 otaqlı54 m²3/5 mərtəbə
260 000AZN,İnşaatçılar m.,3 otaqlı150 m²17/18 mərtəbə
145 000AZN,Əhmədli m.,3 otaqlı75 m²3/18 mərtəbə
750 000AZN,Nizami m.,5 otaqlı240 m²8/16 mərtəbə
188 000AZN,İnşaatçılar m.,1 otaqlı68 m²13/17 mərtəbə
1 800 000AZN,Nərimanov r.,5 otaqlı395 m²4/7 mərtəbə
118 000AZN,Köhnə Günəşli q.,2 otaqlı60 m²2/9 mərtəbə
115 900AZN,İçəri Şəhər m.,2 otaqlı55 m²2/2 mərtəbə
345 000AZN,Nəriman Nərimanov m.,4 otaqlı161 m²12/16 mərtəbə
650 000AZN,Nizami m.,4 otaqlı183 m²10/16 mərtəbə
495 000AZN,Nəriman Nərimanov m.,3 otaqlı138 m²6/14 mərtəbə
119 900AZN,İçəri Şəhər m.,2 otaqlı37 m²1/2 mərtəbə
155 000AZN,Xətai r.,2 otaqlı62 m²11/17 mərtəbə
137 900AZN,İçəri Şəhər m.,3 otaqlı56 m²1/2 mərtəbə
289 000AZN,28 May m.,3 otaqlı81 m²9/18 mərtəbə
170 000AZN,Badamdar q.,3 otaqlı80 m²4/5 mərtəbə
235 000AZN,Memar Əcəmi m.,3 otaqlı143 m²10/16 mərtəbə
260 000AZN,Badamdar q.,3 otaqlı137 m²15/20 mərtəbə
171 000AZN,Xətai r.,2 otaqlı59.2 m²6/16 mərtəbə
340 000AZN,8 Noyabr m.,3 otaqlı160 m²15/18 mərtəbə
143 000AZN,Əhmədli m.,3 otaqlı70 m²2/9 mərtəbə
131 000AZN,8 Noyabr m.,3 otaqlı55 m²5/5 mərtəbə
328 000AZN,Şah İsmayıl Xətai m.,3 otaqlı130 m²15/20 mərtəbə
299 999AZN,Səbail r.,3 otaqlı110 m²8/10 mərtəbə
245 000AZN,Elmlər Akademiyası m.,2 otaqlı67 m²8/17 mərtəbə
148 000AZN,Elmlər Akademiyası m.,2 otaqlı55 m²4/5 mərtəbə
255 000AZN,Şah İsmayıl Xətai m.,3 otaqlı90 m²15/18 mərtəbə
193 000AZN,İnşaatçılar m.,2 otaqlı100 m²17/17 mərtəbə
165 000AZN,Xalqlar Dostluğu m.,2 otaqlı60 m²1/16 mərtəbə
165 000AZN,Qara Qarayev m.,2 otaqlı60 m²12/15 mərtəbə
315 500AZN,8 Noyabr m.,3 otaqlı176 m²9/16 mərtəbə
207 000AZN,Nəriman Nərimanov m.,3 otaqlı95 m²9/10 mərtəbə
230 000AZN,20 Yanvar m.,3 otaqlı95 m²17/19 mərtəbə
206 500AZN,İnşaatçılar m.,4 otaqlı110 m²8/9 mərtəbə
270 000AZN,Şah İsmayıl Xətai m.,3 otaqlı115 m²9/16 mərtəbə
165 000AZN,Həzi Aslanov m.,3 otaqlı80 m²8/9 mərtəbə
300 000AZN,Nəsimi r.,2 otaqlı91 m²5/18 mərtəbə
122 000AZN,Əhmədli q.,2 otaqlı67 m²2/12 mərtəbə
103 000AZN,İçəri Şəhər m.,1 otaqlı31 m²5/5 mərtəbə
140 000AZN,Xalqlar Dostluğu m.,2 otaqlı50 m²6/9 mərtəbə
142 000AZN,Nizami r.,3 otaqlı121 m²13/18 mərtəbə
550 000AZN,Nəsimi r.,4 otaqlı200 m²11/17 mərtəbə
205 000AZN,9-cu mikrorayon q.,2 otaqlı112 m²14/17 mərtəbə
370 000AZN,Xətai r.,4 otaqlı156 m²23/24 mərtəbə
230 000AZN,Elmlər Akademiyası m.,3 otaqlı80 m²4/4 mərtəbə
232 500AZN,Gənclik m.,2 otaqlı91 m²9/10 mərtəbə
400 000AZN,Nərimanov r.,3 otaqlı147.3 m²12/18 mərtəbə
173 000AZN,Nizami r.,2 otaqlı71 m²4/17 mərtəbə
260 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²3/5 mərtəbə
350 000AZN,Şah İsmayıl Xətai m.,3 otaqlı156 m²11/20 mərtəbə
202 000AZN,Elmlər Akademiyası m.,2 otaqlı77 m²5/11 mərtəbə
124 000AZN,Yeni Yasamal q.,2 otaqlı62 m²20/20 mərtəbə
375 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²12/17 mərtəbə
692 000AZN,Gənclik m.,3 otaqlı144.1 m²10/17 mərtəbə
145 000AZN,Nəsimi r.,2 otaqlı59 m²2/19 mərtəbə
265 000AZN,Nizami m.,2 otaqlı85 m²4/14 mərtəbə
298 000AZN,Bayıl q.,3 otaqlı110 m²7/9 mərtəbə
209 000AZN,Nəriman Nərimanov m.,2 otaqlı55 m²5/16 mərtəbə
390 000AZN,Elmlər Akademiyası m.,3 otaqlı148 m²11/27 mərtəbə
190 000AZN,Həzi Aslanov m.,2 otaqlı100 m²8/17 mərtəbə
460 000AZN,İçəri Şəhər m.,4 otaqlı102 m²3/4 mərtəbə
375 000AZN,Nizami m.,3 otaqlı130 m²6/16 mərtəbə
165 000AZN,Nəriman Nərimanov m.,2 otaqlı75 m²3/19 mərtəbə
270 000AZN,Elmlər Akademiyası m.,3 otaqlı102 m²15/16 mərtəbə
315 000AZN,Elmlər Akademiyası m.,3 otaqlı115 m²3/17 mərtəbə
549 000AZN,Elmlər Akademiyası m.,4 otaqlı190 m²6/16 mərtəbə
170 000AZN,Əhmədli m.,3 otaqlı82 m²6/9 mərtəbə
175 000AZN,Nəsimi r.,2 otaqlı80 m²2/9 mərtəbə
220 000AZN,Şah İsmayıl Xətai m.,2 otaqlı58 m²4/18 mərtəbə
219 000AZN,İnşaatçılar m.,3 otaqlı100 m²3/9 mərtəbə
565 000AZN,28 May m.,4 otaqlı184 m²7/22 mərtəbə
310 000AZN,Yasamal r.,3 otaqlı130 m²12/23 mərtəbə
347 000AZN,İnşaatçılar m.,3 otaqlı132 m²12/17 mərtəbə
185 000AZN,Şah İsmayıl Xətai m.,2 otaqlı55 m²9/16 mərtəbə
157 000AZN,28 May m.,2 otaqlı50 m²4/9 mərtəbə
410 000AZN,Memar Əcəmi m.,4 otaqlı180 m²18/20 mərtəbə
137 000AZN,Lökbatan q.,2 otaqlı90 m²7/9 mərtəbə
279 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²6/16 mərtəbə
155 000AZN,İnşaatçılar m.,3 otaqlı49 m²5/9 mərtəbə
399 000AZN,8 Noyabr m.,3 otaqlı148 m²15/27 mərtəbə
200 000AZN,Yeni Yasamal q.,4 otaqlı100 m²8/9 mərtəbə
137 500AZN,Yasamal q.,2 otaqlı65 m²2/9 mərtəbə
612 000AZN,Gənclik m.,4 otaqlı180 m²14/18 mərtəbə
295 000AZN,Səbail r.,2 otaqlı66 m²7/16 mərtəbə
215 000AZN,20 Yanvar m.,3 otaqlı96 m²13/19 mərtəbə
260 000AZN,İnşaatçılar m.,4 otaqlı135 m²5/11 mərtəbə
137 000AZN,Nəriman Nərimanov m.,2 otaqlı45 m²16/17 mərtəbə
237 000AZN,İnşaatçılar m.,4 otaqlı137 m²6/16 mərtəbə
127 000AZN,Nəsimi r.,1 otaqlı30 m²2/5 mərtəbə
92 000AZN,Hövsan q.,3 otaqlı67 m²4/7 mərtəbə
132 000AZN,Yeni Yasamal q.,2 otaqlı105 m²15/16 mərtəbə
112 000AZN,İnşaatçılar m.,2 otaqlı35 m²3/5 mərtəbə
225 000AZN,Elmlər Akademiyası m.,3 otaqlı110 m²5/12 mərtəbə
150 000AZN,7-ci mikrorayon q.,3 otaqlı60 m²8/16 mərtəbə
135 000AZN,Nəsimi r.,1 otaqlı40 m²4/4 mərtəbə
200 000AZN,Həzi Aslanov m.,3 otaqlı89 m²2/16 mərtəbə
300 000AZN,8 Noyabr m.,3 otaqlı95 m²16/20 mərtəbə
143 000AZN,Elmlər Akademiyası m.,2 otaqlı62 m²9/9 mərtəbə
205 000AZN,Həzi Aslanov m.,4 otaqlı90 m²1/5 mərtəbə
75 000AZN,Masazır q.,2 otaqlı60 m²5/6 mərtəbə
465 000AZN,Gənclik m.,3 otaqlı142 m²7/16 mərtəbə
800 000AZN,Nizami m.,4 otaqlı224 m²8/24 mərtəbə
312 000AZN,Gənclik m.,3 otaqlı114 m²11/18 mərtəbə
350 000AZN,Xutor q.,4 otaqlı178 m²6/15 mərtəbə
171 000AZN,Qara Qarayev m.,3 otaqlı67 m²15/19 mərtəbə
172 000AZN,Nəsimi m.,3 otaqlı65 m²2/5 mərtəbə
299 000AZN,28 May m.,3 otaqlı98 m²4/17 mərtəbə
142 000AZN,Yasamal r.,2 otaqlı71 m²7/9 mərtəbə
107 000AZN,Zabrat q.,3 otaqlı85 m²4/9 mərtəbə
350 000AZN,Nizami m.,3 otaqlı160 m²4/15 mərtəbə
150 000AZN,Elmlər Akademiyası m.,2 otaqlı60 m²5/5 mərtəbə
110 000AZN,Masazır q.,3 otaqlı90 m²3/7 mərtəbə
215 460AZN,Nəsimi r.,1 otaqlı56.7 m²3/16 mərtəbə
195 000AZN,Gənclik m.,3 otaqlı90 m²7/9 mərtəbə
185 000AZN,İnşaatçılar m.,2 otaqlı103.4 m²14/16 mərtəbə
650 000AZN,Elmlər Akademiyası m.,4 otaqlı200 m²9/18 mərtəbə
87 000AZN,Binəqədi r.,2 otaqlı47 m²17/17 mərtəbə
204 000AZN,Elmlər Akademiyası m.,3 otaqlı89 m²11/18 mərtəbə
113 000AZN,Köhnə Günəşli q.,2 otaqlı65 m²4/9 mərtəbə
221 000AZN,Nərimanov r.,3 otaqlı70 m²11/14 mərtəbə
115 000AZN,Nəsimi m.,2 otaqlı55 m²1/5 mərtəbə
670 000AZN,Şah İsmayıl Xətai m.,4 otaqlı170 m²9/18 mərtəbə
149 900AZN,Memar Əcəmi m.,2 otaqlı60 m²17/17 mərtəbə
168 000AZN,Badamdar q.,3 otaqlı75 m²4/5 mərtəbə
196 000AZN,Memar Əcəmi m.,3 otaqlı85 m²3/10 mərtəbə
180 000AZN,28 May m.,2 otaqlı78 m²16/16 mərtəbə
175 000AZN,20 Yanvar m.,3 otaqlı70 m²8/9 mərtəbə
375 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²13/17 mərtəbə
780 000AZN,Elmlər Akademiyası m.,5 otaqlı260 m²4/19 mərtəbə
350 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²16/17 mərtəbə
500 000AZN,Xətai r.,3 otaqlı140 m²5/6 mərtəbə
510 000AZN,Nəriman Nərimanov m.,3 otaqlı134 m²13/17 mərtəbə
215 000AZN,8 Noyabr m.,2 otaqlı82 m²2/14 mərtəbə
365 000AZN,Ağ şəhər q.,3 otaqlı95 m²2/6 mərtəbə
395 000AZN,28 May m.,4 otaqlı189 m²6/21 mərtəbə
250 000AZN,20 Yanvar m.,3 otaqlı125 m²2/16 mərtəbə
396 600AZN,Nərimanov r.,3 otaqlı151 m²5/15 mərtəbə
218 000AZN,Azadlıq Prospekti m.,4 otaqlı100 m²5/9 mərtəbə
270 000AZN,Nərimanov r.,2 otaqlı85 m²9/14 mərtəbə
159 936AZN,Nardaran q.,1 otaqlı44.8 m²2/8 mərtəbə
135 000AZN,Həzi Aslanov m.,2 otaqlı45 m²4/9 mərtəbə
121 000AZN,Əhmədli m.,2 otaqlı52 m²2/16 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı92 m²16/20 mərtəbə
520 000AZN,Nərimanov r.,3 otaqlı142 m²14/16 mərtəbə
130 000AZN,Yeni Günəşli q.,3 otaqlı70 m²3/12 mərtəbə
345 000AZN,28 May m.,3 otaqlı171 m²17/20 mərtəbə
165 000AZN,Əhmədli m.,3 otaqlı85 m²5/9 mərtəbə
206 000AZN,Həzi Aslanov m.,3 otaqlı106 m²16/17 mərtəbə
350 000AZN,28 May m.,4 otaqlı155 m²9/16 mərtəbə
172 000AZN,Azadlıq Prospekti m.,3 otaqlı90 m²2/9 mərtəbə
170 000AZN,Həzi Aslanov m.,3 otaqlı80 m²2/9 mərtəbə
127 000AZN,Xətai r.,2 otaqlı67 m²7/12 mərtəbə
590 000AZN,Şah İsmayıl Xətai m.,5 otaqlı209 m²7/17 mərtəbə
200 000AZN,Həzi Aslanov m.,3 otaqlı125 m²18/19 mərtəbə
385 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²10/16 mərtəbə
279 000AZN,İnşaatçılar m.,3 otaqlı130 m²7/11 mərtəbə
93 500AZN,Memar Əcəmi m.,1 otaqlı36 m²4/5 mərtəbə
800 000AZN,Elmlər Akademiyası m.,4 otaqlı245 m²16/18 mərtəbə
131 000AZN,Azadlıq Prospekti m.,3 otaqlı60 m²3/5 mərtəbə
220 000AZN,Həzi Aslanov q.,5 otaqlı120 m²1/5 mərtəbə
159 000AZN,Nizami m.,2 otaqlı54 m²5/14 mərtəbə
295 000AZN,Nəriman Nərimanov m.,3 otaqlı80 m²15/17 mərtəbə
218 000AZN,Dərnəgül m.,3 otaqlı96 m²14/17 mərtəbə
400 000AZN,Şah İsmayıl Xətai m.,3 otaqlı137 m²10/15 mərtəbə
358 000AZN,Nərimanov r.,3 otaqlı150 m²5/15 mərtəbə
550 000AZN,Nəriman Nərimanov m.,4 otaqlı177 m²16/17 mərtəbə
565 000AZN,Ağ şəhər q.,3 otaqlı158 m²13/20 mərtəbə
120 000AZN,28 May m.,2 otaqlı45 m²2/4 mərtəbə
325 000AZN,İnşaatçılar m.,3 otaqlı155 m²3/17 mərtəbə
247 000AZN,Nərimanov r.,3 otaqlı107 m²14/14 mərtəbə
225 000AZN,Nizami m.,2 otaqlı90 m²9/9 mərtəbə
338 000AZN,Nərimanov r.,3 otaqlı130 m²17/18 mərtəbə
276 000AZN,Nəriman Nərimanov m.,3 otaqlı79 m²7/16 mərtəbə
763 000AZN,Ağ şəhər q.,4 otaqlı207 m²3/8 mərtəbə
137 000AZN,Nəriman Nərimanov m.,2 otaqlı45 m²16/17 mərtəbə
128 000AZN,Azadlıq Prospekti m.,2 otaqlı55 m²7/9 mərtəbə
520 000AZN,28 May m.,3 otaqlı137 m²10/16 mərtəbə
599 000AZN,Nəsimi r.,4 otaqlı191 m²6/20 mərtəbə
199 000AZN,Yasamal r.,3 otaqlı70 m²3/5 mərtəbə
378 000AZN,Nəsimi r.,3 otaqlı137 m²14/17 mərtəbə
350 000AZN,Sahil m.,3 otaqlı85 m²4/4 mərtəbə
101 000AZN,Azadlıq Prospekti m.,2 otaqlı40 m²3/5 mərtəbə
220 000AZN,Nizami m.,2 otaqlı64 m²3/15 mərtəbə
487 370AZN,Nizami m.,3 otaqlı163 m²6/16 mərtəbə
240 000AZN,8 Noyabr m.,3 otaqlı102 m²13/18 mərtəbə
271 400AZN,Səbail r.,3 otaqlı118 m²14/17 mərtəbə
427 500AZN,Şah İsmayıl Xətai m.,4 otaqlı171 m²15/18 mərtəbə
175 000AZN,İçəri Şəhər m.,2 otaqlı60 m²3/6 mərtəbə
500 410AZN,Nizami m.,3 otaqlı163 m²14/16 mərtəbə
98 000AZN,Azadlıq Prospekti m.,2 otaqlı35 m²3/5 mərtəbə
285 000AZN,Nəsimi m.,4 otaqlı147 m²10/18 mərtəbə
240 000AZN,Şah İsmayıl Xətai m.,2 otaqlı108 m²17/18 mərtəbə
196 000AZN,Memar Əcəmi m.,2 otaqlı80 m²3/11 mərtəbə
265 000AZN,Nəriman Nərimanov m.,2 otaqlı96 m²5/12 mərtəbə
419 000AZN,Şah İsmayıl Xətai m.,4 otaqlı156 m²5/24 mərtəbə
75 000AZN,Masazır q.,2 otaqlı60 m²5/6 mərtəbə
140 000AZN,Həzi Aslanov q.,2 otaqlı65 m²5/9 mərtəbə
140 000AZN,İnşaatçılar m.,2 otaqlı50 m²4/5 mərtəbə
172 000AZN,Azadlıq Prospekti m.,3 otaqlı85 m²5/16 mərtəbə
419 000AZN,Şah İsmayıl Xətai m.,4 otaqlı156 m²5/24 mərtəbə
232 999AZN,Neftçilər m.,3 otaqlı126 m²10/14 mərtəbə
162 000AZN,Şah İsmayıl Xətai m.,1 otaqlı58 m²13/14 mərtəbə
130 000AZN,Memar Əcəmi m.,2 otaqlı60 m²16/18 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,2 otaqlı90.5 m²15/20 mərtəbə
540 000AZN,Nizami m.,4 otaqlı190 m²5/15 mərtəbə
265 000AZN,9-cu mikrorayon q.,3 otaqlı146 m²14/21 mərtəbə
115 000AZN,Əhmədli m.,3 otaqlı76 m²5/17 mərtəbə
1 250 000AZN,Yeni Günəşli q.,3 otaqlı63 m²5/9 mərtəbə
99 000AZN,Sahil m.,2 otaqlı38 m²1/2 mərtəbə
1 258 560AZN,Nizami m.,5 otaqlı368 m²15/16 mərtəbə
1 098 100AZN,Nizami m.,5 otaqlı278 m²15/16 mərtəbə
129 000AZN,Yeni Yasamal q.,2 otaqlı52 m²7/14 mərtəbə
493 890AZN,Nizami m.,3 otaqlı163 m²10/16 mərtəbə
93 000AZN,Yeni Günəşli q.,2 otaqlı47 m²10/17 mərtəbə
230 000AZN,Yasamal r.,3 otaqlı115 m²11/19 mərtəbə
280 000AZN,İnşaatçılar m.,4 otaqlı153 m²8/19 mərtəbə
387 000AZN,Nizami m.,3 otaqlı133 m²14/16 mərtəbə
370 000AZN,Nəsimi r.,3 otaqlı130 m²10/17 mərtəbə
